Name,Manga,Anime,Appears in,Japanese,English,Birthdate,Sex,Status,Height,Weight,Blood type,Occupation,Affiliation,Ninja Rank,Novel,Movie,Game,OVA,Age,Team,Partner,Ninja Registration,Family,Nature Type,Jutsu,Tools,Kekkei Genkai,Clan,Species,Classification,Chūnin Prom. Age,Academy Grad. Age,Unique Traits,Tailed Beast,Jinchūriki,Kekkei Mōra,Kekkei Tōta
['Tenten'],['Naruto Chapter #36'],['Naruto Episode #21'],"['Anime, Manga, Novel, Game, Movie']",['Yukari Tamura'],['Danielle Judovits'],['March 9'],['Female'],,['Part I: 154.3  cm–155.6  cm\nPart II: 164  cm\nBlank Period: 166  cm'],['Part I: 42.2  kg–43.1  kg\nPart II: 47.3  kg'],['B'],['Weapon Seller\nChūnin Exams Proctor'],['Konohagakure\n Allied Shinobi Forces'],['Part I: Genin\nPart II: Chūnin'],['Kakashi Hiden: Lightning in the Icy Sky'],['Naruto Shippūden the Movie'],['Naruto: Konoha Ninpōchō'],['Hidden Leaf Village Grand Sports Festival!'],['Part I: 13–14\nPart II: 17–18'],['Team Guy\n Konoha 11 (Anime only)\n Star Guard Team (Anime only)\n Team Two (Anime only)\n First Division'],,['012573'],,,['Jutsu\n\n\nBashōsen: Coil of Fire (Anime only)\n\n\nBashōsen: Coil of Wind\n\n\nDynamic Entry (Anime only)\n\n\nEnclosing Technique\n\n\nExploding Dragon Strike (Anime only)\n\n\nManipulated Shuriken Technique (Anime only)\n\n\nManipulated Tools: Binding Meteor (Anime only)\n\n\nManipulated Tools: Heavenly Chain Disaster (Anime only)\n\n\nManipulating Attack Blades (Anime only)\n\n\nPuppet Technique (Anime only)\n\n\nReverse Summoning Technique (Anime only)\n\n\nSummoning Technique (Anime only)\n\n\nTwin Rising Dragons (Anime only)\n\n\nUnsealing Technique\n\n\nUnsealing Technique: Segmented Iron Dome (Anime only)\n\n\nUnsealing Technique: Shuriken (Anime only)'],['Tools\n\n\nAxe (Anime only)\n\n\nBashōsen\n\n\nBenihisago\n\n\nBō (Anime only)\n\n\nBow & Arrow (Anime only)\n\n\nChain Wind Staff (Anime only)\n\n\nChakra Blade (Anime only)\n\n\nClub\n\n\nCrossbow (Anime only)\n\n\nExploding Sphere\n\n\nExplosive Tag\n\n\nFlail\n\n\nFūma Shuriken\n\n\nHandheld Kunai Launcher (Anime only)\n\n\nInjection Shot (Anime only)\n\n\nJidanda (Anime only)\n\n\nJōhyō (Anime only)\n\n\nKama\n\n\nKatar\n\n\nKohaku no Jōhei\n\n\nKōkinjō\n\n\nKusari\n\n\nKusarigama\n\n\nMetal Doll (Anime only)\n\n\nNunchaku\n\n\nPuppet (Anime only)\n\n\nSenbon\n\n\nSpear (Anime only)\n\n\nSword\n\n\nTantō\n\n\nThree-Section Staff\n\n\nTonfa (Anime only)\n\n\nWhip\n\n\nWire Strings'],,,,,['15'],['12'],,,,,
['Tentō Madoka'],['Boruto Chapter #11'],['Boruto Episode #148'],"['Anime, Manga, Novel']",['Azusa Tadokoro'],['Corina Boettger'],,['Male'],,['Gaiden: 131  cm'],,,,['Land of Fire'],,['Shikamaru Shinden: A Cloud Dancing in Forlorn Falling Petals  (Mentioned)'],,,,,,,,['Family\n\t\nIkkyū Madoka\u200e\u200e (Father)'],,,,,,,,,,,,,,
['Tenzen Daikoku'],,['Naruto Shippūden Episode #115'],['Anime'],['Masafumi Kimura'],['Patrick Seitz'],,['Male'],['Presumed Deceased'],,,,"[""Politician\nWater Daimyō's aid\nCrime Boss""]",['Land of Water\n Land of Waves'],,,,,,,,,,,,,,,,,,,,,,,,
"[""Tenzen's Bodyguard""]",,['Naruto Shippūden Episode #115'],['Anime'],"[""Ken'ichirō Matsuda""]",['Kyle Hebert'],,['Male'],['Presumed Deceased'],,,,['Bodyguard'],['Land of Waves'],,,,,,,,,,,,,['Tools'],,,,,,,,,,,
['Tenzō (Iburi Clan)'],,['Naruto Shippūden Episode #354'],['Anime'],,,,['Male'],['Deceased'],,,,,['Land of Fire'],,,,,,,,,,['Family\n\t\nYukimi (Sister)'],,,,"[""Iburi Clan's Kekkei Genkai""]",['Iburi Clan'],,,,,,,,,
['Teo'],,['Boruto Episode #113'],['Anime'],['Teokun'],,,['Male'],,,,,['Thief'],['Land of Fire'],,,,,,,,,,,,,,,,,,,,,,,,
['Tera'],['Naruto Chapter #454 (Mentioned)'],['Naruto Shippūden Episode #198 (Mentioned)'],"['Anime, Manga']",,,,,,,,,,['Konohagakure\n Root'],['Part II: Anbu'],,,,,,,['Dajimu'],,,,,,,,,,,,,,,,
['Terai'],['Naruto Chapter #454'],['Naruto Shippūden Episode #198'],"['Anime, Manga']",['Junpei Endō'],['Patrick Seitz'],,['Male'],,,,,,['Konohagakure\n Root'],['Part II: Anbu'],,,,,['Part II: 28'],,,,,,,,,,,,,,,,,,
['Teru'],,['Boruto Episode #266'],['Anime'],['Ryō Nishitani'],,,['Male'],,,,,,,['Boruto Manga: Academy Student'],,,,,,,,,,,,,,,,['Missing-nin'],,,,,,,
['Terubō'],['Naruto Chapter #582'],['Naruto Shippūden Episode #335'],"['Anime, Manga, Game']",['Mariko Higashiuchi'],,,['Male'],,,,,,['Konohagakure\n Konoha Orphanage'],,,,['Naruto Shippūden: Ultimate Ninja Storm 4'],,['Part II: 8'],,,,,,,,,,,,,,,,,,
['Tessa'],['Naruto Chapter #516'],,['Manga'],,,,['Female'],,,,,,['Sunagakure\n Allied Shinobi Forces'],['Part II: Chūnin'],,,,,['Part II: 18'],['Fourth Division'],,,,,,,,,,,,,,,,,
['Tessen Togeito'],['Naruto Chapter #423'],['Naruto Shippūden Episode #159'],"['Anime, Manga']",,,,['Male'],,,,,,['Konohagakure'],['Part II: Tokubetsu Jōnin'],,,,,['Part II: 26'],,,,,,,,,,,,,,,,,,
['Tetsu'],['Naruto Chapter #540'],['Naruto Shippūden Episode #278'],"['Anime, Manga']",,,,['Male'],,,,,,['Kirigakure\n Allied Shinobi Forces'],,,,,,,,,,,,,,,,,,,,,,,,
['Tetsuru'],['Naruto Chapter #348'],['Naruto Shippūden Episode #116'],"['Anime, Manga']",['Kanji Suzumori'],['Steven Blum'],,['Male'],,,,,['Prisoner'],,,,,,,['Part II: 35'],,,,,,,,,,,,,,,,,,
['Teuchi'],['Databook #1'],['Naruto Episode #52'],"['Anime, Manga, Novel, Game, Movie']",['Eisuke Asakura'],['Lex Lang \nSteven Blum  (Naruto: Ultimate Ninja)\nPatrick Seitz  (Ultimate Ninja Storm 2 and Episode 90+)'],['August 10'],['Male'],,['Part I: 170.0 cm'],['Part I: 64.0 kg'],['O'],['Ramen chef'],['Konohagakure'],,['The Last: Naruto the Movie'],['Naruto Shippūden the Movie: The Will of Fire'],['Naruto: Konoha Ninpōchō'],['Hidden Leaf Village Grand Sports Festival!'],['Part I: 43\nPart II: 47'],,,,['Family\n\t\nAyame (Daughter)'],,,,,,,,,,,,,,
['Teyaki Uchiha'],['Naruto Chapter #225'],['Naruto Episode #84'],"['Anime, Manga, Game']",['Keikō Sakai'],['Doug Stone'],,['Male'],['Deceased'],,,,['Shop owner'],['Konohagakure'],,,,['Naruto: The Broken Bond'],,['Part I: 46'],,,,['Family\n\t\nUruchi Uchiha (Wife)'],,,,,['Uchiha Clan'],,,,,,,,,
['Tezuna'],,['Naruto Shippūden Episode #129'],['Anime'],['Rei Matsuzaki'],['Mary Elizabeth McGlynn'],,['Female'],,,,,['Hostess'],['Amegakure'],,,,,,,,,,['Family\n\t\nRyūsui (Husband)'],,,,,,,,,,,,,,
['Tezutsu Mikawa'],,,['Anime'],['Shohei Yamaguchi'],['Crispin Freeman'],,['Male'],,,,,,['Kumogakure'],['Part II: Genin'],,,,['Chūnin Exam on Fire! Naruto vs. Konohamaru!'],,,,,,,,,,,,,,,,,,,
['Third Hoshikage'],,['Naruto Episode #180'],['Anime'],['Yoshito Ishinami'],['Jamieson Price'],,['Male'],['Deceased'],,,,['Hoshikage'],['Hoshigakure'],['Part I: Kage'],,,,,,,,,,,,,,,,,,,,,,,
['Third Kazekage'],['Naruto Chapter #690'],['Naruto Shippūden Episode #457'],"['Anime, Manga, Game']",['Minoru Kawai'],['Benjamin Diskin'],,['Male'],['Deceased'],,,,['Kazekage'],['Sunagakure'],['Part II: Kage'],,,['Naruto Shippūden: Ninja Council 4'],['Naruto Shippūden: UNSG anime cutscenes'],,,,,,['Nature Type\n        \n Magnet Release\n Wind Release\n Earth Release'],['Jutsu\n\n\nIron Sand Drizzle\n\n\nIron Sand Gathering Assault\n\n\nIron Sand World Method'],['Tools\n\n\nIron Sand'],['Magnet Release'],,,,,,,,,,
['Third Mizukage'],['Naruto Chapter #648'],['Naruto Shippūden Episode #382'],"['Anime, Manga']",,,,['Male'],['Deceased'],,,,['Mizukage'],['Kirigakure'],['Part II: Kage'],,,,,,,,,,,,,,,,,,,,,,,
['This Daimyō'],,['Naruto Shippūden Episode #309'],['Anime'],['Kōsuke Gotō'],['Crispin Freeman'],,['Male'],['Deceased'],,,,,['Land of This'],,,,,,,,,,['Family\n\t\nChiyo  (Daughter)'],,,,,,,['Daimyō'],,,,,,,
['Three Giant Snakes'],['Naruto Chapter #115'],['Naruto Episode #68'],"['Anime, Manga, Game']",,,,,,,,,,['Ryūchi Cave\n Otogakure'],,,,['Naruto: Rise of a Ninja'],['Naruto Shippūden: UNSG anime cutscenes'],,,,,,,,,,,['Snake'],['Summon'],,,,,,,
['Three Haimaru Brothers'],['Naruto Chapter #137'],['Naruto Episode #79'],"['Anime, Manga']",,,,['Male'],,,,,,['Konohagakure\n Allied Shinobi Forces'],,,,,['Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!'],,['Fifth Division'],['Hana Inuzuka'],,,,['Jutsu\n\n\nFang Rotating Fang'],,,['Inuzuka Clan'],['Ninken'],,,,,,,,
['Three-Headed Guardian Beast'],,,['Game'],,,,,,,,,,['Yumegakure'],,,,['Naruto Shippūden: Kizuna Drive'],,,,,,,,,,,,,,,,,,,,
['Tiger-Masked Anbu Member'],['Naruto Chapter #137'],['Naruto Episode #54'],"['Anime, Manga']",,['John DeMita  (Part I; Episode 79)'],,['Male'],,,,,,['Konohagakure'],['Part I: Anbu'],,,,,,,,,,,,['Tools\n\n\nSword'],,,,,,,,,,,
['Tobi (Zetsu)'],['Naruto Chapter #602'],['Naruto Shippūden Episode #344'],"['Anime, Manga, Game']",['Nobuo Tobita'],['Travis Willingham \nMichael Yurchak  (Ultimate Ninja Storm 4)'],,['Male'],['Deceased'],['Part II: 180 cm'],,['B'],,['Akatsuki'],,,,['Naruto Shippūden: Ultimate Ninja Storm 4'],,,['White Zetsu Army'],['White Zetsu\nObito Uchiha'],,,['Nature Type\n        \n Wood Release\n Earth Release\n Water Release\n Fire Release\n Wind Release\n Lightning Release'],['Jutsu\n\n\nAll is Suffering\n\n\nKanzeon Lotus King\n\n\nMayfly\n\n\nRegeneration Ability\n\n\nTop Transformed Buddha\n\n\nWood Release: Cutting Technique\n\n\nWood Release: Wood Human Technique'],,['Wood Release'],,['Mutated Human'],,,,,,,,
['Tobimaru'],['Naruto Chapter #488'],['Naruto Shippūden Episode #218'],"['Anime, Manga']",,,,['Male'],,,,,['Messenger Hawk'],['Sunagakure'],,,,,,['Part II: 5'],,,,['Family\n\t\nTakamaru (Father)'],,,,,,['Hawk'],,,,,,,,
['Tobio'],['Naruto Chapter #3'],['Naruto Episode #3'],"['Anime, Manga']",['Taisuke Yamamoto \nAsuka Horiguchi (Part II)'],['Tom Gibis'],,['Male'],,,,,,['Konohagakure'],['Part I: Genin'],,,,['Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!'],['Part I: 12'],,,,,,,,,,,,,,,,,,
['Tobirama Senju'],['Naruto Chapter #118'],['Naruto Episode #69'],"['Anime, Manga, Novel, Game, Movie']","[""Ken'yū Horiuchi \nKengo Kawanishi   (Child)""]",['Peter Lurie \nJamieson Price  (Part II)\nSteven Blum  (2 video games)\nBenjamin Diskin   (Child)'],['February 19'],['Male'],['Deceased'],['Part II: 182.3  cm'],['Part II: 70.5  kg'],['A'],['Hokage'],['Konohagakure\n Allied Shinobi Forces'],['Part I: Kage'],['Sasuke Shinden: Book of Sunrise  (Mentioned)'],['The Last: Naruto the Movie'],['Naruto: Ultimate Ninja'],['Naruto Shippūden: UNSG anime cutscenes'],,['Team Tobirama\n Escort Unit'],,,['Family\n\t\nButsuma Senju (Father)\nHashirama Senju (Brother)\nItama Senju (Brother)\nKawarama Senju (Brother)\nTsunade (Grandniece)\nNawaki (Grandnephew)'],['Nature Type\n        \n Water Release\n Fire Release\n Wind Release\n Lightning Release\n Earth Release\n Yin Release\n Yang Release'],['Jutsu\n\n\nArea Scanning Technique\n\n\nBringer-of-Darkness Technique (Anime only)\n\n\nFlying Thunder God Mutually Instantaneous Revolving Technique\n\n\nFlying Thunder God Slash\n\n\nFlying Thunder God Technique\n\n\nFour Red Yang Formation\n\n\nHeavenly Weeping\n\n\nMutually Multiplying Explosive Tags\n\n\nSensing Technique\n\n\nShadow Clone Technique\n\n\nSummoning Technique\n\n\nSummoning: Impure World Reincarnation\n\n\nWater Release: Water Bullet Technique\n\n\nWater Release: Water Colliding Wave (Anime only)\n\n\nWater Release: Water Dragon Bullet Technique\n\n\nWater Release: Water Fang Bullet (Anime only)\n\n\nWater Release: Water Formation Wall\n\n\nWater Release: Water Severing Wave'],['Tools\n\n\nExplosive Tag\n\n\nSword\n\n\nSword of the Thunder God (Anime only)'],,['Senju Clan'],,['Sensor Type'],,,,,,,
['Todoroki'],,['Naruto Episode #209'],['Anime'],['Eiji Hanawa'],['Troy Baker'],,['Male'],,,,,['Guard'],['Land of Forests'],,,,,,,,,,['Family\n\t\nAkio (Brother)'],,,['Tools\n\n\nSword'],,,,,,,,,,,
['Tofu'],,['Boruto Episode #41'],['Anime'],['Kenta Miyake'],['Steven Blum'],,['Male'],['Deceased'],,,,['Village Head'],['Green Banks'],,,,,,,,,,['Family\n\t\nKiri  (Daughter)'],,,,,,,,,,,,,,
['Tokara'],['Naruto Chapter #599'],['Naruto Shippūden Episode #343'],"['Anime, Manga']",,,,['Male'],,,,,,['Konohagakure'],['Part II: Genin'],,,,,,,,,,,,,,,,,,,,,,,
['Toki'],,['Naruto Episode #163'],['Anime'],['Miki Nagasawa\nTomokazu Seki   (Sagi)'],['Laura Bailey \nJohnny Yong Bosch   (Sagi)'],,['Female'],,,,,,['Land of Birds'],,,,,,,,,,['Family\n\t\nŌwashi (Father)\nSagi (Brother)'],,,['Tools\n\n\nSword'],,,,['Daimyō'],,,,,,,
['Toki (Shinobazu)'],,['Naruto Episode #209'],['Anime'],['Hiroshi Shirokuma'],['Andrew Kishino'],,['Male'],['Deceased'],,,,,,,,,,,,['Shinobazu'],,,,,['Jutsu\n\n\nCrimson Earth'],['Tools\n\n\nMechanical Drilling Arm'],,,,['Missing-nin'],,,,,,,
['Tokiwa'],,['Naruto Shippūden Episode #235'],['Anime'],['Mayumi Yamaguchi'],['Erin Fitzgerald'],,['Female'],,,,,"[""Shizuka's attendant""]",['Nadeshiko Village'],,,,,,,,,,,['Nature Type\n        \n Earth Release'],['Jutsu\n\n\nEarth Release: Iron Fist Prison'],['Tools\n\n\nSword'],,,,,,,,,,,
['Tokuma Hyūga'],['Naruto Chapter #489'],['Naruto Shippūden Episode #197'],"['Anime, Manga']",['Manabu Sakamaki'],['Patrick Seitz'],,['Male'],,,,,,['Konohagakure\n Allied Shinobi Forces'],['Part II: Tokubetsu Jōnin'],,,,,['Part II: 25'],['Infiltration and Reconnaissance Party'],,,,,,,['Byakugan'],['Hyūga Clan'],,,,,,,,,
['Tomari'],['Naruto Chapter #129'],['Naruto Episode #75'],"['Anime, Manga']",,['Wendee Lee  (Part I)'],,['Male'],,,,,,['Sunagakure'],['Part I: Academy Student'],,,,,['Part I: 6'],,,,,,,,,,,,,,,,,,
['Tomaru'],,['Boruto Episode #67'],['Anime'],['Junya Enoki'],['Kaiji Tang'],,['Male'],,,,,['Actor'],['Konohagakure'],,,,,,,,,,,,,,,,,,,,,,,,
['Tomaru Minakura'],['Naruto Chapter #247'],,['Manga'],,,,['Male'],,,,,,['Konohagakure'],['Part II: Academy Student'],,,,,['Part II: 8'],,,,,,,,,,,,,,,,,,
['Tonbee'],,['Naruto Shippūden Episode #144'],['Anime'],['Shōzō Sasaki'],['Kirk Thornton'],,['Male'],,,,,['Guardian of Mount Katsuragi'],['Tsuchigumo Village'],,,,,,,,,,,,['Jutsu\n\n\nHidden Rock Trap\n\n\nSummoning Technique (Bat)'],,,['Tsuchigumo Clan'],,,,,,,,,
['Tonbo Tobitake'],['Naruto Chapter #40'],['Naruto Episode #3'],"['Anime, Manga, Game, Movie']",['Shōto Kashii'],['Stephen Apostolina  (Part I; Episode 24)\nBob Joles  (Part I; Episode 146)\nDerek Stephen Prince  (Part II)'],['April 4'],['Male'],,['Part I: 167  cm'],['Part I: 55  kg'],['A'],['Chūnin Exams Assistant'],['Konohagakure'],['Part I: Chūnin'],,['Naruto the Movie: Blood Prison'],['Naruto Mobile'],['The Day Naruto Became Hokage (OVA)'],['Part I: 27\nPart II: 31'],['Analysis Team'],,['010997'],,,['Jutsu\n\n\nPsycho Mind Transmission'],['Tools\n\n\nMind Reading Amplification Machine'],,,,,,,,,,,
['Toneri Ōtsutsuki'],,['Boruto Episode #8'],"['Anime, Novel, Game, Movie']",['Jun Fukuyama'],['Robbie Daymond'],,['Male'],['Incapacitated'],['Blank Period: 184 cm'],,,,['Moon'],,['The Last: Naruto the Movie'],['The Last: Naruto the Movie'],['Naruto: Shinobi Collection'],,,,,,,['Nature Type\n        \n Fire Release\n Wind Release\n Lightning Release\n Earth Release\n Water Release\n Yin Release\n Yang Release\n Yin–Yang Release'],['Jutsu\n\n\nGolden Wheel Reincarnation Explosion (Movie only)\n\n\nLocalised Reincarnation Explosion\n\n\nProjection Technique\n\n\nPuppet Reincarnation\n\n\nPuppet Technique\n\n\nPuppet-Cursing Sphere\n\n\nSensing Technique\n\n\nSilver Wheel Reincarnation Explosion (Movie only)\n\n\nTenseigan Chakra Mode (Movie only)\n\n\nTruth-Seeking Ball'],['Tools\n\n\nŌtsutsuki Clan Puppets'],['Byakugan \n Tenseigan'],['Ōtsutsuki Clan'],['Celestial Being-Human hybrid'],['Sensor Type'],,,['Unique Traits\n\t\nCan absorb chakra'],,,,
['Tonika Village Head'],,['Naruto Shippūden Episode #290'],['Anime'],['Shōzō Sasaki'],['Kyle Hebert'],,['Male'],['Deceased'],,,,['Village Head'],['Tonika Village'],,,,,,,,,,['Family\n\t\nLeo (Grandson)\nMiina (Granddaughter)'],,,['Tools\n\n\nSword'],,,,,,,,,,,
['Tonsuke'],,['Boruto Episode #113'],['Anime'],['Sara Matsumoto'],,,['Male'],,,,,,,,,,,,,,,,,,,,,,['Pig'],,,,,,,,
['Tonton'],['Naruto Chapter #148'],['Naruto Episode #85'],"['Anime, Manga, Game, Movie']",['Keiko Nemoto'],['Megan Hollingshead'],,['Female'],,,,,,['Konohagakure\n Allied Shinobi Forces'],,,['Naruto Shippūden the Movie'],['Naruto: Ultimate Ninja 2'],['Hidden Leaf Village Grand Sports Festival!'],,['Logistical Support and Medical Division'],,,,,,,,,['Pig'],,,,,,,,
['Tora'],['Naruto Chapter #9'],['Naruto Episode #6'],"['Anime, Manga, Game']",,,,['Female'],,,,,,['Land of Fire'],,,,['Naruto: Konoha Ninpōchō'],['Naruto x UT'],,,,,,,,,,,['Cat'],,,,,,,,
['Tora (Anbu)'],['Naruto Chapter #399'],['Naruto Shippūden Episode #140'],"['Anime, Manga']",,,,['Male'],['Presumed Deceased'],,,,,['Konohagakure'],['Part II: Anbu'],,,,,['Part II: 30'],,,,,,,,,,,,,,,,,,
['Torifu Akimichi'],['Naruto Chapter #481'],['Naruto Shippūden Episode #211'],"['Anime, Manga']",['Junpei Endō'],['Neil Kaplan'],,['Male'],['Presumed Deceased'],,,,,['Konohagakure'],['Part II: Jōnin'],,,,,['Part II: 30'],['Escort Unit'],,,,['Nature Type\n        \n Yang Release'],['Jutsu\n\n\nCalorie Control'],['Tools\n\n\nBō (Manga only)\n\n\nShield (Manga only)'],,['Akimichi Clan'],,,,,,,,,
['Toroi'],['Naruto Chapter #516'],['Naruto Shippūden Episode #261'],"['Anime, Manga, Game']",,,['October 6'],['Male'],['Deceased'],['Part II: 183.4 cm'],['Part II: 74 kg'],['O'],,['Kumogakure'],['Part II: Jōnin'],,,['Naruto: Ultimate Ninja Online'],,,,['Osoi (Anime only)'],,,['Nature Type\n        \n Magnet Release\n Wind Release\n Earth Release'],['Jutsu\n\n\nMagnet Release: Conserving Bee Twin Blades\n\n\nUnsealing Technique'],['Tools\n\n\nFūma Shuriken\n\n\nShuriken'],['Magnet Release'],,,,,,,,,,
['Toroi (Genin)'],['Boruto Chapter #3'],['Boruto Episode #56'],"['Anime, Manga, Novel, Movie']",['Shōhei Kawafuru'],['Lucien Dodge'],,['Male'],,['Gaiden: 150  cm'],,,,['Kumogakure'],['Gaiden: Genin'],['Boruto: Naruto the Movie'],['Boruto: Naruto the Movie'],,,,['Team Yurui'],,,,['Nature Type\n        \n Lightning Release (Anime only)'],['Jutsu\n\n\nLightning Release: Overdrive (Anime only)'],,,,,,,,,,,,
['Torune Aburame'],['Naruto Chapter #454'],['Naruto Shippūden Episode #198'],"['Anime, Manga, Game']",['Hidenori Takahashi'],['Grant George'],['October 24'],['Male'],['Deceased'],['Part II: 178.3  cm'],['Part II: 68.7 kg'],['O'],,['Konohagakure\n Root'],['Part II: Anbu'],,,['Naruto Shippūden: Ultimate Ninja Storm Generations'],,['Part II: 19'],['Impure World Reincarnation Allied Forces (Anime only)'],['Fū Yamanaka'],['012360'],['Family\n\t\nShikuro Aburame (Father)\nShino Aburame (Adoptive Brother)\nShibi Aburame (Adoptive Father)'],,"['Jutsu\n\n\nAssassination Technique (Anime only)\n\n\nInsect Clone Technique (Anime only)\n\n\nJar of Poison Technique (Anime only)\n\n\nParasitic Destruction Insect Technique (Kikaichū, Rinkaichū)\n\n\nPoison Cloud Technique (Anime only)']",['Tools\n\n\nAntidote\n\n\nPoison\n\n\nTantō'],,['Aburame Clan'],,,,,,,,,
['Tosaka'],,['Boruto Episode #98'],['Anime'],['Takehito Koyasu'],['Greg Chun'],,['Male'],,,,,,,,,,,,,,,,,,,['Tools\n\n\nCursed Seal Device'],,,,,,,,,,,
['Toshi'],,,['Game'],,,,['Male'],,,,,,['Konohagakure'],['Part II: Academy Student'],,,['Naruto Shippūden: Ultimate Ninja Storm 4'],,,,,,,,,,,,,,,,,,,,
['Towa'],,,['Game'],,['Roger Craig Smith'],,['Male'],,,,,,['Konohagakure'],['Part II: Anbu'],,,['Naruto: Clash of Ninja Revolution 2'],,,,['Komachi'],,,,['Jutsu\n\n\nDrilling Crimson Blade\n\n\nDrilling Needles\n\n\nSlicing Crimson Wave'],['Tools\n\n\nSword'],,,,,,,,,,,
['Tsubaki (anime)'],,['Naruto Episode #143'],['Anime'],['Yūko Nagashima'],['Wendee Lee'],,['Female'],,['Part I: 160 cm'],,,,['Konohagakure'],,,,,,,,,,,,,,,,,,,,,,,,
['Tsubaki (game)'],,,['Game'],['Fumiko Osaka'],['Wendee Lee'],,['Female'],,,,,,['Tree Felling Village'],,,,['Naruto Shippūden: Ultimate Ninja 4'],,,,,,['Family\n\t\nAoi  (Daughter)'],,,,,,,,,,,,,,
['Tsubaki (parent)'],['Naruto Chapter #1'],['Naruto Episode #1'],"['Anime, Manga, Game']",['Miyuki Ono\nKanako Tōjō   (Part II)'],['Stephanie Sheh'],,['Female'],,,,,['Housewife'],['Konohagakure'],,,,['Naruto: Rise of a Ninja'],,['Part I: 28'],,,,,,,,,,,,,,,,,,
['Tsubaki Kurogane'],,['Boruto Episode #137'],"['Anime, Game']",['Juri Nagatsuma'],['Erica Mendez'],,['Female'],,,,,,['Land of Iron\n Konohagakure'],,,,['Naruto x Boruto: Ninja Voltage'],,,['Team 15'],,,,,['Jutsu\n\n\nFlash\n\n\nIaidō\n\n\nMifune-Style First Tachi: Blaze\n\n\nSamurai Sabre Technique\n\n\nSecret Sword: Snowstorm Beheading'],['Tools\n\n\nSword'],,,,['Samurai'],,,,,,,
['Tsubusa'],['Naruto Chapter #247'],['Naruto Shippūden Episode #2'],"['Anime, Manga']",['Keiichi Takahashi'],['Dan Woren'],,['Male'],['Deceased'],,,,,['Sunagakure'],['Part II: Chūnin'],,,,,['Part II: 25'],,,,,,,,,,,,,,,,,,
['Tsubute Futaba'],,,['Anime'],,,,['Male'],,,,,,['Iwagakure'],['Part II: Genin'],,,,['Chūnin Exam on Fire! Naruto vs. Konohamaru!'],,,,,,,,,,,,,,,,,,,
['Tsuchigumo Chief'],,['Naruto Shippūden Episode #145'],['Anime'],['Atsuki Tani'],['Kirk Thornton'],,['Male'],,,,,['Chief of the Tsuchigumo Village'],['Tsuchigumo Village'],,,,,,,,,,,,,,,['Tsuchigumo Clan'],,,,,,,,,
['Tsuchino'],['Naruto Chapter #129'],['Naruto Episode #75'],"['Anime, Manga']",['Yumiko Kobayashi  (Part I)'],['Julianne Buescher  (Part I)'],,['Male'],,,,,,['Sunagakure'],['Part I: Academy Student'],,,,,['Part I: 6'],,,,,,,,,,,,,,,,,,
['Tsuchinoe'],,['Naruto Shippūden Episode #351'],['Anime'],,,,['Female'],,,,,,['Konohagakure\n Root'],['Part II: Anbu'],,,,,,,,,,,,['Tools\n\n\nSword'],,,,,,,,,,,
['Tsuchinoto'],,['Naruto Shippūden Episode #351'],['Anime'],,,,['Male'],,,,,,['Konohagakure\n Root'],['Part II: Anbu'],,,,,,,,,,,,['Tools\n\n\nSword'],,,,,,,,,,,
['Tsukado'],,['Naruto Shippūden Episode #181'],['Anime'],['Kōsuke Okano'],['Lex Lang'],,['Male'],,,,,,,,,,,,,,,,['Family\n\t\nShikazo (Distant Relative)'],,['Jutsu\n\n\nChakra Shock Slash'],['Tools\n\n\nSword'],,,,,,,,,,,
['Tsukiko Kagetsu'],,['Naruto Episode #186'],['Anime'],['Misa Watanabe'],['Mari Devon \nWendee Lee  (Child)'],,['Female'],,,,,['Medicinal Herb Saleswomen'],['Land of Fire'],,,,,,,,,,['Family\n\t\nTōbei Kagetsu (Father)\nFūta Kagetsu (Brother)\nMai Kagetsu (Sister)'],,,,,['Kagetsu Family'],,,,,,,,,
['Tsukino'],,,['Game'],['Ayumi Tsunematsu'],['Kim Mai Guest'],,['Female'],,,,,['Village Head'],['Tsukigakure'],,,,['Naruto Shippūden: Ultimate Ninja Heroes 3'],,,,,,"[""Family\n\t\nTsukino's Father (Father)""]",['Nature Type\n        \n Yin Release'],['Jutsu\n\n\nSealing Technique: Vitality Seal Formation\n\n\nSealing Trap Explosion\n\n\nSecret Technique: Sealing Release\n\n\nTemple of Nirvana Technique'],['Tools\n\n\nNew Moon Flower Perfume\n\n\nTantō'],,,,,,,,,,,
"[""Tsukino's Father""]",,,['Game'],['Ryōta Takeuchi'],['Steve Kramer'],,['Male'],['Deceased'],,,,['Village Head'],['Tsukigakure'],,,,['Naruto Shippūden: Ultimate Ninja Heroes 3'],,,,,,['Family\n\t\nTsukino (Daughter)'],,,,,,,,,,,,,,
['Tsukiyo'],,['Boruto Episode #141'],['Anime'],['Masanori Takeda'],['Chris Hackney'],,['Male'],['Deceased'],,,,,,,,,,,,['Mujina Bandits'],,,,['Nature Type\n        \n Lightning Release'],['Jutsu\n\n\nMoon Shadow Technique\n\n\nPink Lightning\n\n\nShadow Sword'],,,,,['Missing-nin'],,,,,,,
