Name;Manga;Anime;Appears in;Japanese;English;Birthdate;Sex;Status;Height;Weight;Blood type;Occupation;Affiliation;Ninja Rank;Novel;Movie;Game;OVA;Age;Team;Partner;Ninja Registration;Family;Nature Type;Jutsu;Tools;Kekkei Genkai;Clan;Species;Classification;Chūnin Prom. Age;Academy Grad. Age;Unique Traits;Tailed Beast;Jinchūriki;Kekkei Mōra;Kekkei Tōta
Suzaku Nara;Naruto Chapter #534;Naruto Shippūden Episode #275;Anime, Manga;;;;Male;;;;;;Konohagakure, Allied Shinobi Forces;Part II: Jōnin;;;;;42;;;;;Yin Release;Shadow Imitation Technique;;;Nara Clan;;;;;;;;;
Suzu Sōgi;;Boruto Episode #261;Anime;Rin Aira;;;Female;;;;;;Konohagakure;Boruto Manga: Academy Student;;;;;;;;;Ran Sōgi (Brother);;;;;;;;;;;;;;
Suzume;Naruto Chapter #71;Naruto Episode #41;Anime, Manga;Tomoko Miyadera, Chie Nakamura (Part II);Mary Elizabeth McGlynn;October 19;Female;;165.6;45.5;A;Academy Teacher;Konohagakure;Part I: Chūnin;;;;;31;;;9902;;;;;;;;;;;;;;;
Suzumebachi;;Naruto Episode #148;Anime;Rica Matsumoto;Cindy Robinson;;Female;Presumed Deceased;;;;;Iwagakure;;;;;;;;;;Jibachi (Younger Brother), Kurobachi (Older Brother), Ishikawa (Grandfather);Earth Release;Bee Bomb Technique, Bee Honey Technique, Beeswax Clone, Hiding with Camouflage Technique, Rock Hive, Summoning Technique (Bee), Thousand Bee Stings Technique;;;Kamizuru Clan;;;;;;;;;
Suzuran;;Naruto Shippūden Episode #485;Anime;;;;Male;;;;;;Himeyuri Company;;;;;;;;;;;;;;;;;;;;;;;;
Sāra;;;Movie;Saori Hayami;Eden Riegel;;Female;Presumed Deceased;;;;Queen of Rōran;Rōran;;;Naruto Shippūden the Movie: The Lost Tower;;;;;;;Sēramu (Mother), Sāras Daughter (Daughter);;Ryūmyaku Chakra Control;Konoha Chakra Blade;;;;;;;;;;;
Sāras Daughter;;;Movie;;Eden Riegel;;Female;;;;;Princess;Rōran;;;Naruto Shippūden the Movie: The Lost Tower;;;;;;;Sēramu (Grandmother), Sāra (Mother);;;Tools;;;;;;;;;;;
Sēramu;;;Movie;Yumi Tōma;Mary Elizabeth McGlynn;;Female;Deceased;;;;Queen of Rōran;Rōran;;;Naruto Shippūden the Movie: The Lost Tower;;;;;;;Sāra (Daughter), Sāras Daughter (Granddaughter);;Ryūmyaku Chakra Control;;;;;;;;;;;;
Sōma;;Boruto Episode #117;Anime;Ryō Nishitani;;;;Incapacitated;;;;;;;;;;;;;;;;;;;;;Demon;;;;;;;;
Sōsetsu Kazahana;;;Movie;Hidehiko Ishizuka;Cam Clarke;;Male;Deceased;;;;;Yukigakure, Kazahana Castle;;;Naruto the Movie: Ninja Clash in the Land of Snow;;;;;;;Koyuki Kazahana (Daughter), Dotō Kazahana (Brother);;;Hexagonal Crystal;;;;Daimyō;;;;;;;
Sōsha Amino;;Boruto Episode #261;Anime;Yuka Saitō;;;Female;;;;;;Konohagakure;Boruto Manga: Academy Student;;;;;;;;;;;;;;;;;;;;;;;
Sōta;;Naruto Shippūden Episode #234;Anime;Mariko Mizuno;Stephanie Sheh;;Male;;;;;;Konohagakure;;;;;;;;;;;;;;;;;;;;;;;;
Sōzu;Naruto Chapter #149;Naruto Episode #86;Anime, Manga, Game;Shigenori Sōya;Lex Lang;;Male;;;;;Gambler;Land of Fire;;;;Naruto Mobile;;36;;;;;;;;;;;;;;;;;;
Tadaichi;;Naruto Shippūden Episode #484;Anime, Novel;;;;Male;Deceased;;;;;Konohagakure;Blank Period: Anbu;Sasuke Shinden: Book of Sunrise;;;;;;;;;;;;;;;;;;;;;;
Tagitsuhime;;Boruto Episode #75;Anime;Sara Matsumoto;;;Female;;;;;;Ryūchi Cave;;;;;;;;;;;Yin Release;;;;;Snake;;;;;;;;
Tagorihime;;Boruto Episode #75;Anime;Natsumi Yamada;;;Female;;;;;;Ryūchi Cave;;;;;;;;;;;Yin Release;;;;;Snake;;;;;;;;
Taiki;;Boruto Episode #234;Anime;Kiyoyuki Yanada;;;Male;Deceased;;;;;Land of Water;;;;;;;;;;;;;;;;;;;;;;;;
Taiko Uchiha;;Naruto Shippūden Episode #443;Anime;Ryūichi Kijima;Greg Chun;;Male;;;;;;Konohagakure;;;;;;;Konoha Military Police Force;;;;;;Sword;;Uchiha Clan;;;;;;;;;
Taisa Amagiri;;;Game;Yumiko Kobayashi;Stephanie Sheh;;Male;;;;;;Yumegakure;;;;Naruto Shippūden: Kizuna Drive;;;;;;Gensui Amagiri (Father);Lightning Release;Lightning Tackle, Poison Mist, Taisas Transformation Technique;Poison;;Amagiri Clan;;;;;;;;;
Taiseki;Naruto Chapter #241;Naruto Shippūden Episode #119;Anime, Manga, Game, Movie;Kanji Suzumori , Kōsuke Gotō (Shippūden episode 343+);Kirk Thornton;March 10;Male;Deceased;189.2;87.1;O;;Iwagakure;Part I: Jōnin;;Naruto Shippūden the Movie: The Will of Fire;Naruto Shippūden: Ultimate Ninja Storm 4;;27;;Kakkō, Mahiru;IW-06225;;;Hiding with Camouflage Technique;;;;;;;;;;;;
Taizō;;Naruto Shippūden Episode #465;Anime;Ryūichi Kijima , Mariko Higashiuchi (Child);Bryce Papenbrook;;Male;Deceased;;;;;Land of Ancestors;;;;;;;;;;;;Chakra Transfer Technique;;;;;;;;;;;;
Taji;Naruto Chapter #500;Naruto Shippūden Episode #247;Anime, Manga, Game;Kayo Ishida;Kari Wahlgren;;Female;Deceased;;;;;Konohagakure;Part II: Anbu;;;Naruto Shippūden: Ultimate Ninja Storm 3;;23;;;;;;;;;;;Medical-nin;;;;;;;
Tajiki;Naruto Chapter #522;Naruto Shippūden Episode #265;Anime, Manga;;;;Male;Deceased;;;;;Kumogakure, Allied Shinobi Forces;Part II: Chūnin;;;;;34;Third Division;;;;;;;;;;;;;;;;;
Tajima Uchiha;Naruto Chapter #623;Naruto Shippūden Episode #368;Anime, Manga;Shinobu Matsumoto;Benjamin Diskin;March 28;Male;Deceased;179;60.3;A;;;;;;;;42;;;;Izuna Uchiha (Son), Madara Uchiha (Son);;;Tantō;Sharingan;Uchiha Clan;;;;;;;;;
Takajō Torikai;Naruto Chapter #451;;Manga;;;;Male;;;;;;Konohagakure;Part II: Tokubetsu Jōnin;;;;;23;;;;;;;;;;;;;;;;;;
Takamaru;Naruto Chapter #250;Naruto Shippūden Episode #7;Anime, Manga;;;;Male;;;;;Messenger Hawk;Sunagakure;;;;;;3;;;;Tobimaru (Son);;;;;;Hawk;;;;;;;;
Takanami Senka;Boruto Chapter #3;Boruto Episode #56;Anime, Manga, Movie;Shō Okumura;Xander Mobus;;Male;;;;;;Kirigakure;Gaiden: Genin;;Boruto: Naruto the Movie;;;;Three Senka Brothers;;;Makinami Senka (Brother), Sazanami Senka (Brother);;Shadow Clone Technique;Sword;;;;;;;;;;;
Takishi;Naruto Chapter #351;Naruto Shippūden Episode #117;Anime, Manga;Takafumi Kawakami;Travis Willingham;;Male;Deceased;;;;Prisoner;;;;;;;29;;;;;;;;;;;;;;;;;;
Taku;;Naruto Shippūden Episode #281;Anime;;;;Male;;;;;;Konohagakure;;;;;;;;;;;;;;;;;;;;;;;;
Tamae;Naruto Chapter #421;Naruto Shippūden Episode #157;Anime, Manga;;;;Female;;;;;;Konohagakure;;;;;;67;;;;Tami (Granddaughter);;;;;;;;;;;;;;
Tamaki;Naruto Chapter #354;Naruto Shippūden Episode #121;Anime, Manga, Novel, Movie;Ayano Ishikawa, Aoi Inase (Shippūden #498+);Megan Hollingshead , Stephanie Sheh (Shippūden #189+);;Female;;;;;Shopkeeper;Konohagakure;;Konoha Hiden: The Perfect Day for a Wedding;Boruto: Naruto the Movie;;;16;;;;Nekobaa (Grandmother), Kiba Inuzuka (Lover);;;;;;;;;;;;;;
Tamao;;Naruto Shippūden Episode #309;Anime;Mariko Higashiuchi;Tara Sands;;Female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tami;Naruto Chapter #421;Naruto Shippūden Episode #157;Anime, Manga, Novel;;Stephanie Sheh;;Female;;;;;;Konohagakure;;Naruto Retsuden: Naruto Uzumaki and the Spiral Destiny;;;;6;;;;Tamae (Grandmother);;;;;;;;;;;;;;
Tango;Naruto Chapter #515;Naruto Shippūden Episode #261;Anime, Manga;Taira Kikumoto;Spike Spencer;;Male;;;;;;Kumogakure, Allied Shinobi Forces;Part II: Jōnin;;;;;27;Surprise Attack Division, Communications Team;;;;;;Chakra Transmission Communication Device;;;;;;;;;;;
Tanishi;;Naruto Shippūden Episode #187;Anime;Mayuki Makiguchi;Kari Wahlgren;;Male;;;;;Border Patrol Guard;Genjutsu Tree Village;;;;;;;;;;Sukune (Father), Yone (Mother);;;Chilli Pepper Bomb, Slingshot;;;;;;;;;;;
Tanuki Shigaraki;;Boruto Episode #13;Anime, Novel, Game;Hiroshi Naka;Billy Kametz;;Male;Deceased;;;;Scientist;Konohagakure, Root;Gaiden: Anbu;Those Who Illuminate the Night of Shinobi!;;Naruto: Ultimate Ninja Online;;;;;;Sumire Kakei (Daughter), Nue (Creation);;Gozu Tennō;;;;;;;;;;;;
Tanzō;Naruto Chapter #60;Naruto Episode #35;Anime, Manga;Fumitoshi Miyajima (Part I), Jun Inoue (Part II);Richard Cansino;;Male;;;;;;Konohagakure;Part I: Genin;;;;;18;Team Shibire;;;;;;;;;;;;;;;;;
Taruho;;;Movie;Yoshinori Fujita;Wil Wheaton;;Male;Deceased;177;;;Shions bodyguard;Land of Demons;;;Naruto Shippūden the Movie;;;;;;;;;Shadow Mirror Body Changing Method;Bow & Arrow, Sword;;;;;;;;;;;
Tarui;Boruto Chapter #3;Boruto Episode #56;Anime, Manga, Novel, Movie;Rui Tanabe;Cassandra Morris;;Female;;;;;;Kumogakure;Gaiden: Genin;Boruto: Naruto the Movie;Boruto: Naruto the Movie;;;;Team Yurui;;;;;;;;;;;;;;;;;
Taruto;;Boruto Episode #260;Anime;Masaharu Satō;;;Male;;;;;Pastry chef;Konohagakure;;;;;;;;;;Sabure (Grandson);;;;;;;;;;;;;;
Tarō;;Naruto Shippūden Episode #360;Anime;;;;Male;;;;;;Konohagakure;Part II: Genin;;;;;;;;;Jirō (Brother);;;;;;;;;;;;;;
Tasuki;Boruto Chapter #39;Boruto Episode #205;Anime, Manga;Ryō Nishitani;;;Male;;;;;;Konohagakure;;;;;;;Konoha Barrier Team (Anime only);;;;;Four Violet Flames Formation;;;;;;;;;;;;
Tatewaki;;Naruto Shippūden Episode #309;Anime;Takashi Irie;Travis Willingham;;Male;Deceased;;;;Bodyguard;Land of Iron, Land of This;;;;;;;;;;;;Chakra Shockwave Slash, Iaidō, Rupture, Samurai Sabre Technique;Sword;;;;Samurai;;;;;;;
Tatsuji;;Naruto Shippūden Episode #64;Anime;Kōji Fujiyoshi;;;Male;;;;;;Konohagakure;Part II: Anbu;;;;;;;;;;;;;;;;;;;;;;;
Tatsuma Aburame;Naruto Chapter #583;Naruto Shippūden Episode #336;Anime, Manga;Ryūichi Kijima;Bryce Papenbrook;;Male;;;;;;Konohagakure, Root;Part II: Anbu;;;;;21;;;;;;Parasitic Destruction Insect Technique;;;Aburame Clan;;;;;;;;;
Tatsumi;Konoha Shinden Chapter #10;Boruto Episode #108;Anime, Manga, Novel;Aya Suzaki;Ryan Bartley;;Female;;;;;;;;Konoha Shinden: Steam Ninja Scrolls;;;;;;;;Asami (Mother);;;;;;;;;;;;;;
Tatsunami;;Boruto Episode #232;Anime;Junichi Yanagita;;;Male;;;;;CriminalMiner (former);Land of Water;;;;;;;;Sakanami;;;Water Release;Water Release: Water Dragon Bullet Technique;;;;;;;;;;;;
Tayori Kuroyagi;;Boruto Episode #10;Anime, Novel;Wataru Urata;Ray Chase;;Male;;;;;Postman;Konohagakure;;A Call from the Shadows!;;;;;;;;;;;;;;;;;;;;;;
Tayuya;Naruto Chapter #115;Naruto Episode #68;Anime, Manga, Game;Akeno Watanabe;Kari Wahlgren;February 15;Female;Deceased;148.2;38.2;A;;Otogakure;;;;Naruto: Ultimate Ninja 2;Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!;14;Sound Four;;;;Yin Release;Barrier Method Formation, Combination Transformation, Demonic Flute: Illusionary Warriors Manipulating Melody, Demonic Flute: Phantom Sound Chains, Four Black Fogs Formation, Four Violet Flames Formation, Revolt of the Demon World, Sound Fours Cursed Seals, Sound Four: Summoning: Four Beasts Encirclement Formation (Anime only), Space–Time Technique Formula: Underworld Turnover (Anime only), Summoning Technique (Doki);Demonic Flute;;;;;;;;;;;
Tazuna;Naruto Chapter #9;Naruto Episode #6;Anime, Manga, Novel, Game;Takeshi Aono (Part I), Shigeru Ushiyama (Part II);Kirk Thornton , Kim Strauss (Naruto: Ultimate Ninja);April 5;Male;;179;79;A;Carpenter;Land of Waves;;Naruto: Innocent Heart, Demonic Blood;;Naruto: Konoha Ninpōchō;Hidden Leaf Village Grand Sports Festival!;64;;;;Tsunami (Daughter), Inari (Grandson);;;;;;;;;;;;;;
Tea Daimyō;;Naruto Episode #102;Anime;Yutaka Shimaka;Kirk Thornton;;Male;;162;;;;Land of Tea;;;;;;;;;;;;;;;;;Daimyō;;;;;;;
Team Goji Leader;;Naruto Shippūden Episode #398;Anime;Yō Tokinaga;Keith Silverstein;;Male;;183;;;;Sunagakure;Part I: Genin;;;;;;Team Goji;;;;Wind Release, Yin Release;Wind Release: Sand Cloud Whirlwind;Double Bladed Bracers;;;;;;;;;;;
Teguse;Naruto Chapter #19;Naruto Episode #11;Anime, Manga, Game;;Wally Wingert;;Male;;;;;;Land of Waves;;;;Naruto: Konoha Ninpōchō;;44;;;;;;;;;;;;;;;;;;
Tekka Uchiha;Naruto Chapter #221;Naruto Episode #129;Anime, Manga, Novel, Game;Kimiyoshi Kibe;Henry Dittman;;Male;Deceased;;;;;Konohagakure;;Itachi Shinden: Book of Bright Light;;Naruto Shippūden: Ultimate Ninja Storm 2;The Two Uchiha;21;Konoha Military Police Force;;;;Yin Release (Novel only);Genjutsu: Sharingan (Novel only), Sensing Technique (Novel only);;Sharingan;Uchiha Clan;;Sensor Type;;;;;;;
Tekkan;;Boruto Episode #233;Anime, Novel;Hisanori Koyatsu;;;Male;;;;;;Land of Lightning;;Shikamaru Shinden: A Cloud Dancing in Forlorn Falling Petals;;;;;;;;;;;;;;;Daimyō;;;;;;;
Tekuno Kanden;;Naruto Shippūden Episode #190;Anime, Movie;Kenta Miyake;Joe Ochman;;Male;;;;;;Konohagakure;Part II: Jōnin;;Naruto the Movie: Blood Prison;;;;;;;;;;Crossbow, Explosive Tag, Sword, Wire Strings;;;;;;;;;;;
Temari;Naruto Chapter #34;Naruto Episode #20;Anime, Manga, Novel, Game, Movie;Romi Park;Tara Platt , Ali Hillis (Ultimate Ninja Impact);August 23;Female;;170;47.9;O;Ambassador, Fifth Kazekages Bodyguard, Chūnin Exams Proctor (Anime only);Sunagakure, Konohagakure, Allied Shinobi Forces;Part I: Genin, Part II: Jōnin;Shikamaru Hiden: A Cloud Drifting in Silent Darkness;Naruto Shippūden the Movie;Naruto: Ninja Council;Hidden Leaf Village Grand Sports Festival!;20;Three Sand Siblings, Fourth Division, Wind Release Team;;53-004;Rasa (Father), Karura (Mother), Gaara (Brother), Kankurō (Brother), Shikadai Nara (Son), Yashamaru (Uncle), Shikamaru Nara (Husband), Shinki (Adoptive Nephew);Wind Release;Dust Wind Technique (Anime only), Great Sickle Weasel Technique, Sickle Weasel Technique, Summoning Technique (Kamatari), Summoning: Quick Beheading Dance, Wind Release: Air Current Wild Dance (Anime only), Wind Release: Cast Net, Wind Release: Flashing Fireworks (Novel only), Wind Release: Great Cast Net, Wind Release: Great Sickle Weasel Technique, Wind Release: Great Task of the Dragon (Anime only), Wind Release: Great Wind Protective Wall (Anime only), Wind Release: Wind Cutter Technique;Giant Folding Fan, Military Rations Pill (Anime only), Sand (Anime only), Wire Strings (Anime only);;Nara Clan, Kazekage Clan (Novel only);;;17;12;;;;;
Temui;Naruto Chapter #534;Naruto Shippūden Episode #275;Anime, Manga;;;;Male;;;;;;Konohagakure, Allied Shinobi Forces;;;;;;;;;;;;;;;;;;;;;;;;
Temujin;;;Movie;Gaamon Kai, Yuko Kato (Child);Roger Craig Smith;;Male;;152;;;;Temujins Continent;;;Naruto the Movie: Legend of the Stone of Gelel;;;;Haidos Knights;;;;;Gelel Rasengan, Raging Thunder;Knight Sword, Retractable Shield, Space–Time Hole, Stone of Gelel;;;;;;;;;;;
Ten-Tails;Naruto Chapter #467;Naruto Shippūden Episode #205;Anime, Manga, Novel, Game, Movie;;;;;Incapacitated;;;;;;;The Last: Naruto the Movie;The Last: Naruto the Movie;Naruto Shippūden: Ultimate Ninja Storm Revolution;The Far Reaches of Hope;;;;;Kaguya Ōtsutsuki (Incarnation with the God Tree), Demonic Statue of the Outer Path (Depowered Form);Fire Release, Wind Release, Lightning Release, Earth Release, Water Release, Wood Release, Yin Release, Yang Release, Yin–Yang Release;Six Paths Senjutsu, Tailed Beast Ball, Tailed Beast Chakra Arms, Tailed Beast Shockwave, Ten-Tails Fission, Tenpenchii, Truth-Seeking Ball, Wood Release: Cutting Technique;;Wood Release;;;Tailed Beast;;;Can absorb chakra;;Hagoromo Ōtsutsuki , Obito Uchiha , Madara Uchiha;Rinne Sharingan;
Ten-Tails (Kara);Boruto Chapter #35;Boruto Episode #202;Anime, Manga;;;;;;;;;;;;;;;;;;;;;;Ten-Tails Fission;;Rinnegan;;Tailed Beast;;;;;;;;
Tenga;Naruto Chapter #488;Naruto Shippūden Episode #218;Anime, Manga;Shinobu Matsumoto;Vic Mignogna;;Male;;;;;Daimyōs intelligence bureau agent;Kumogakure, Allied Shinobi Forces;;;;;;25;Intelligence Division;;;;;;;;;;;;;;;;;
Tenji;;Naruto Shippūden Episode #460;Anime;Yūya Uchida;Chris Niosi;;Male;Deceased;175;;;Emperor of the Land of Ancestors;Land of Ancestors;;;;;;;;;;Hagoromo Ōtsutsuki (Son), Asura Ōtsutsuki (Grandson), Indra Ōtsutsuki (Grandson), Hamura Ōtsutsuki (Son), Kaguya Ōtsutsuki (Lover);;;Bow & Arrow;;;;;;;;;;;
Tenma Funato;;Boruto Episode #236;Anime;Tomohiro Tsuboi , Sara Matsumoto (Child);;;Male;Deceased;;;;Pirate;Land of Water;;;;;;;;;;Araumi Funato (Adoptive Father), Ikada Funato (Adoptive Brother), Isari Funato (Adoptive Brother), Seiren Funato (Adoptive Sister);Water Release;Single Claw Bisection, Summoning: Fiddler Crab, Water Release: Water Scales;Chakra Cannon;;Funato Clan;;;;;;;;;
Tenma Izumo;;Naruto Shippūden Episode #453;Anime, Novel, Game;Michiko Kaiden;Kaiji Tang;;Male;Deceased;;;;;Konohagakure;Part I: Genin;Itachi Shinden: Book of Bright Light;;Naruto Shippūden: Ultimate Ninja Blazing;;;Team 2;;;;Yin Release (Novel only);;;;;;;;;;;;;
Tenma Kodon;;;Novel;;;;Male;Deceased;;;;;Howling Wolf Village;Part II: Anbu;Naruto Jinraiden: The Day the Wolf Howled;;;;;;;;Kina Kodon (Son), Reishi Kodon (Son);Yin Release;Hypnotic Genjutsu: Wild Beast Communication, Sealing Technique: Rōen Kodon;;;Kodon Clan;;;;;;;;;
Tenten;Naruto Chapter #36;Naruto Episode #21;Anime, Manga, Novel, Game, Movie;Yukari Tamura;Danielle Judovits;March 9;Female;;166;47.3;B;Weapon Seller, Chūnin Exams Proctor;Konohagakure, Allied Shinobi Forces;Part I: Genin, Part II: Chūnin;Kakashi Hiden: Lightning in the Icy Sky;Naruto Shippūden the Movie;Naruto: Konoha Ninpōchō;Hidden Leaf Village Grand Sports Festival!;18;Team Guy, Konoha 11 (Anime only), Star Guard Team (Anime only), Team Two (Anime only), First Division;;12573;;;Bashōsen: Coil of Fire (Anime only), Bashōsen: Coil of Wind, Dynamic Entry (Anime only), Enclosing Technique, Exploding Dragon Strike (Anime only), Manipulated Shuriken Technique (Anime only), Manipulated Tools: Binding Meteor (Anime only), Manipulated Tools: Heavenly Chain Disaster (Anime only), Manipulating Attack Blades (Anime only), Puppet Technique (Anime only), Reverse Summoning Technique (Anime only), Summoning Technique (Anime only), Twin Rising Dragons (Anime only), Unsealing Technique, Unsealing Technique: Segmented Iron Dome (Anime only), Unsealing Technique: Shuriken (Anime only);Axe (Anime only), Bashōsen, Benihisago, Bō (Anime only), Bow & Arrow (Anime only), Chain Wind Staff (Anime only), Chakra Blade (Anime only), Club, Crossbow (Anime only), Exploding Sphere, Explosive Tag, Flail, Fūma Shuriken, Handheld Kunai Launcher (Anime only), Injection Shot (Anime only), Jidanda (Anime only), Jōhyō (Anime only), Kama, Katar, Kohaku no Jōhei, Kōkinjō, Kusari, Kusarigama, Metal Doll (Anime only), Nunchaku, Puppet (Anime only), Senbon, Spear (Anime only), Sword, Tantō, Three-Section Staff, Tonfa (Anime only), Whip, Wire Strings;;;;;15;12;;;;;
Tentō Madoka;Boruto Chapter #11;Boruto Episode #148;Anime, Manga, Novel;Azusa Tadokoro;Corina Boettger;;Male;;131;;;;Land of Fire;;Shikamaru Shinden: A Cloud Dancing in Forlorn Falling Petals (Mentioned);;;;;;;;Ikkyū Madoka\u200e\u200e (Father);;;;;;;;;;;;;;
Tenzen Daikoku;;Naruto Shippūden Episode #115;Anime;Masafumi Kimura;Patrick Seitz;;Male;Presumed Deceased;;;;Politician, Water Daimyōs aid, Crime Boss;Land of Water, Land of Waves;;;;;;;;;;;;;;;;;;;;;;;;
Tenzens Bodyguard;;Naruto Shippūden Episode #115;Anime;Kenichirō Matsuda;Kyle Hebert;;Male;Presumed Deceased;;;;Bodyguard;Land of Waves;;;;;;;;;;;;;Tools;;;;;;;;;;;
Tenzō (Iburi Clan);;Naruto Shippūden Episode #354;Anime;;;;Male;Deceased;;;;;Land of Fire;;;;;;;;;;Yukimi (Sister);;;;Iburi Clans Kekkei Genkai;Iburi Clan;;;;;;;;;
Teo;;Boruto Episode #113;Anime;Teokun;;;Male;;;;;Thief;Land of Fire;;;;;;;;;;;;;;;;;;;;;;;;
Tera;Naruto Chapter #454 (Mentioned);Naruto Shippūden Episode #198 (Mentioned);Anime, Manga;;;;;;;;;;Konohagakure, Root;Part II: Anbu;;;;;;;Dajimu;;;;;;;;;;;;;;;;
Terai;Naruto Chapter #454;Naruto Shippūden Episode #198;Anime, Manga;Junpei Endō;Patrick Seitz;;Male;;;;;;Konohagakure, Root;Part II: Anbu;;;;;28;;;;;;;;;;;;;;;;;;
Teru;;Boruto Episode #266;Anime;Ryō Nishitani;;;Male;;;;;;;Boruto Manga: Academy Student;;;;;;;;;;;;;;;;Missing-nin;;;;;;;
Terubō;Naruto Chapter #582;Naruto Shippūden Episode #335;Anime, Manga, Game;Mariko Higashiuchi;;;Male;;;;;;Konohagakure, Konoha Orphanage;;;;Naruto Shippūden: Ultimate Ninja Storm 4;;8;;;;;;;;;;;;;;;;;;
Tessa;Naruto Chapter #516;;Manga;;;;Female;;;;;;Sunagakure, Allied Shinobi Forces;Part II: Chūnin;;;;;18;Fourth Division;;;;;;;;;;;;;;;;;
Tessen Togeito;Naruto Chapter #423;Naruto Shippūden Episode #159;Anime, Manga;;;;Male;;;;;;Konohagakure;Part II: Tokubetsu Jōnin;;;;;26;;;;;;;;;;;;;;;;;;
Tetsu;Naruto Chapter #540;Naruto Shippūden Episode #278;Anime, Manga;;;;Male;;;;;;Kirigakure, Allied Shinobi Forces;;;;;;;;;;;;;;;;;;;;;;;;
Tetsuru;Naruto Chapter #348;Naruto Shippūden Episode #116;Anime, Manga;Kanji Suzumori;Steven Blum;;Male;;;;;Prisoner;;;;;;;35;;;;;;;;;;;;;;;;;;
Teuchi;Databook #1;Naruto Episode #52;Anime, Manga, Novel, Game, Movie;Eisuke Asakura;Lex Lang , Steven Blum (Naruto: Ultimate Ninja), Patrick Seitz (Ultimate Ninja Storm 2 and Episode 90+);August 10;Male;;170.0;64.0;O;Ramen chef;Konohagakure;;The Last: Naruto the Movie;Naruto Shippūden the Movie: The Will of Fire;Naruto: Konoha Ninpōchō;Hidden Leaf Village Grand Sports Festival!;47;;;;Ayame (Daughter);;;;;;;;;;;;;;
Teyaki Uchiha;Naruto Chapter #225;Naruto Episode #84;Anime, Manga, Game;Keikō Sakai;Doug Stone;;Male;Deceased;;;;Shop owner;Konohagakure;;;;Naruto: The Broken Bond;;46;;;;Uruchi Uchiha (Wife);;;;;Uchiha Clan;;;;;;;;;
Tezuna;;Naruto Shippūden Episode #129;Anime;Rei Matsuzaki;Mary Elizabeth McGlynn;;Female;;;;;Hostess;Amegakure;;;;;;;;;;Ryūsui (Husband);;;;;;;;;;;;;;
Tezutsu Mikawa;;;Anime;Shohei Yamaguchi;Crispin Freeman;;Male;;;;;;Kumogakure;Part II: Genin;;;;Chūnin Exam on Fire! Naruto vs. Konohamaru!;;;;;;;;;;;;;;;;;;;
Third Hoshikage;;Naruto Episode #180;Anime;Yoshito Ishinami;Jamieson Price;;Male;Deceased;;;;Hoshikage;Hoshigakure;Part I: Kage;;;;;;;;;;;;;;;;;;;;;;;
Third Kazekage;Naruto Chapter #690;Naruto Shippūden Episode #457;Anime, Manga, Game;Minoru Kawai;Benjamin Diskin;;Male;Deceased;;;;Kazekage;Sunagakure;Part II: Kage;;;Naruto Shippūden: Ninja Council 4;Naruto Shippūden: UNSG anime cutscenes;;;;;;Magnet Release, Wind Release, Earth Release;Iron Sand Drizzle, Iron Sand Gathering Assault, Iron Sand World Method;Iron Sand;Magnet Release;;;;;;;;;;
Third Mizukage;Naruto Chapter #648;Naruto Shippūden Episode #382;Anime, Manga;;;;Male;Deceased;;;;Mizukage;Kirigakure;Part II: Kage;;;;;;;;;;;;;;;;;;;;;;;
This Daimyō;;Naruto Shippūden Episode #309;Anime;Kōsuke Gotō;Crispin Freeman;;Male;Deceased;;;;;Land of This;;;;;;;;;;Chiyo (Daughter);;;;;;;Daimyō;;;;;;;
Three Giant Snakes;Naruto Chapter #115;Naruto Episode #68;Anime, Manga, Game;;;;;;;;;;Ryūchi Cave, Otogakure;;;;Naruto: Rise of a Ninja;Naruto Shippūden: UNSG anime cutscenes;;;;;;;;;;;Snake;Summon;;;;;;;
Three Haimaru Brothers;Naruto Chapter #137;Naruto Episode #79;Anime, Manga;;;;Male;;;;;;Konohagakure, Allied Shinobi Forces;;;;;Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!;;Fifth Division;Hana Inuzuka;;;;Fang Rotating Fang;;;Inuzuka Clan;Ninken;;;;;;;;
Three-Headed Guardian Beast;;;Game;;;;;;;;;;Yumegakure;;;;Naruto Shippūden: Kizuna Drive;;;;;;;;;;;;;;;;;;;;
Tiger-Masked Anbu Member;Naruto Chapter #137;Naruto Episode #54;Anime, Manga;;John DeMita (Part I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tobi (Zetsu);Naruto Chapter #602;Naruto Shippūden Episode #344;Anime, Manga, Game;Nobuo Tobita;Travis Willingham , Michael Yurchak (Ultimate Ninja Storm 4);;Male;Deceased;180;;B;;Akatsuki;;;;Naruto Shippūden: Ultimate Ninja Storm 4;;;White Zetsu Army;White Zetsu, Obito Uchiha;;;Wood Release, Earth Release, Water Release, Fire Release, Wind Release, Lightning Release;All is Suffering, Kanzeon Lotus King, Mayfly, Regeneration Ability, Top Transformed Buddha, Wood Release: Cutting Technique, Wood Release: Wood Human Technique;;Wood Release;;Mutated Human;;;;;;;;
